HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,YourApprovalRate,Input.name,Answer.comment,,Answer.Q1Url,Approve,Reject
183PRJGRTK7OK7S0NCAQ7172FNQKCA,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,29,,1HYOD421QNGQDJAF1GQ3DCRF7OJ0RK,A1AA8K11MNMZPA,Submitted,Fri Feb 11 17:52:01 GMT 2011,Fri Feb 11 17:52:53 GMT 2011,Wed Feb 16 09:52:53 PST 2011,,,,52,0% (0/0),Texas Military Forces Museum,,,http://www.texasmilitaryforcesmuseum.org/,x,
183PRJGRTK7OK7S0NCAQ7172FNQKCA,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,29,,1NHGPMTJOE7DYEX7H7FV6S7S9FQ7M3,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:48:25 GMT 2011,Fri Feb 11 17:48:36 GMT 2011,Wed Feb 16 17:48:36 GMT 2011,,,,11,0% (0/0),Texas Military Forces Museum,,,http://www.texasmilitaryforcesmuseum.org/,x,
17QHI99E6VWJDY563QIX24AIZTNUB9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1C210QTY61DK23G1YQO300FKMO218D,ANPT7EXBQWHNF,Submitted,Fri Feb 11 17:56:04 GMT 2011,Fri Feb 11 17:56:35 GMT 2011,Wed Feb 16 09:56:35 PST 2011,,,,31,0% (0/0),Museum of Natural & Artificial Ephemerata,,,http://mnae.org/,x,
17QHI99E6VWJDY563QIX24AIZTNUB9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1OJIVL4P2V39FVR2TBHUBL5OX7PJ0B,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:54:18 GMT 2011,Fri Feb 11 17:54:30 GMT 2011,Wed Feb 16 17:54:30 GMT 2011,,,,12,0% (0/0),Museum of Natural & Artificial Ephemerata,,,http://mnae.org/,x,
17QHI99E6VWJDY563QIX24AIZTNUB9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1VJGXUY7FBXRMSPJSCX2PHB98PAWAA,A2TCNISQXXHJ9N,Submitted,Fri Feb 11 17:55:43 GMT 2011,Fri Feb 11 17:56:01 GMT 2011,Wed Feb 16 09:56:01 PST 2011,,,,18,0% (0/0),Museum of Natural & Artificial Ephemerata,,,http://mnae.org/,x,
198VG7E916T7S45QVKBIB2NJ6GIF7A,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,13YSITIV85VQ1IVFO1138MHAB2IQ0A,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 18:08:47 GMT 2011,Fri Feb 11 18:08:56 GMT 2011,Wed Feb 16 10:08:56 PST 2011,,,,9,0% (0/0),Republic of Texas Museum,,,http://www.drtinfo.org,,x
198VG7E916T7S45QVKBIB2NJ6GIF7A,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1D7DOZS00LBZ5E9XT1IFQC6V96BV4N,A17RPF5ZMO75GW,Submitted,Fri Feb 11 17:53:10 GMT 2011,Fri Feb 11 17:56:33 GMT 2011,Wed Feb 16 17:56:33 GMT 2011,,,,203,0% (0/0),Republic of Texas Museum,,,http://www.drtinfo.org/preservation/museums/republic-of-texas-museum,x,
198VG7E916T7S45QVKBIB2NJ6GIF7A,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,0,,1Y917FEG2KHKG8ZB3IUH0WAV6UJ919,AM0JKZVOEOTMA,Submitted,Fri Feb 11 17:53:39 GMT 2011,Fri Feb 11 17:53:52 GMT 2011,Wed Feb 16 17:53:52 GMT 2011,,,,13,0% (0/0),Republic of Texas Museum,,,http://www.starmuseum.org,,x
15UCP1ZDH983I5XC3MPG9PM73CMWXJ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,33,,12FQ08DUJPGFF7MHCQTTVC1X8SVCWS,A1KCCOOI9JBBZU,Submitted,Fri Feb 11 17:47:54 GMT 2011,Fri Feb 11 17:48:27 GMT 2011,Wed Feb 16 09:48:27 PST 2011,,,,33,0% (0/0),Pioneer Farms,,,http://www.pioneerfarms.org,x,
15UCP1ZDH983I5XC3MPG9PM73CMWXJ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,33,,19NX73DSHJ5YFB8A87N1SS8O2CDSAQ,A1HTDRTXANRYDS,Submitted,Fri Feb 11 17:47:58 GMT 2011,Fri Feb 11 17:48:17 GMT 2011,Wed Feb 16 17:48:17 GMT 2011,,,,19,0% (0/0),Pioneer Farms,,,http://www.bing.com/search?setmkt=en-US&q=Pioneer+Farms,,x
15UCP1ZDH983I5XC3MPG9PM73CMWXJ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,33,,1B4S3NB39GO6T5MVZN4N2JFMNDMURG,A1DX0O7J1K5WT2,Submitted,Fri Feb 11 17:48:41 GMT 2011,Fri Feb 11 17:48:56 GMT 2011,Wed Feb 16 09:48:56 PST 2011,,,,15,0% (0/0),Pioneer Farms,,,http://www.pioneerfarms.org/,x,
1UZDW3S9K7K1OJGBZOXOJ4QWN7PHR9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,5,,1BP35128C1ZYR6OV7WGKP9LRII1OH1,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 18:02:27 GMT 2011,Fri Feb 11 18:03:22 GMT 2011,Wed Feb 16 10:03:22 PST 2011,,,,55,0% (0/0),Center for American History,,,http://www.cah.utexas.edu,x,
1UZDW3S9K7K1OJGBZOXOJ4QWN7PHR9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,5,,1QXRJ90WVS6SWJ2MECPCL3MC6KNWGM,AM0JKZVOEOTMA,Submitted,Fri Feb 11 17:56:47 GMT 2011,Fri Feb 11 18:00:13 GMT 2011,Wed Feb 16 18:00:13 GMT 2011,,,,206,0% (0/0),Center for American History,,,http://www.cah.utexas.edu,x,
1UZDW3S9K7K1OJGBZOXOJ4QWN7PHR9,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,5,,1W2ZRIEFX41EDAXPC6SKMO9E23OFOU,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:49:32 GMT 2011,Fri Feb 11 17:49:47 GMT 2011,Wed Feb 16 17:49:47 GMT 2011,,,,15,0% (0/0),Center for American History,,,http://www.cah.utexas.edu/,x,
1OV174IOR9BQD7CDZQD7UKK915CMFR,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,111YIUA8UBA6BSU92HTOR0PGHRGAXH,ALRX4ZQ2NB4I6,Submitted,Fri Feb 11 17:54:35 GMT 2011,Fri Feb 11 17:55:18 GMT 2011,Wed Feb 16 09:55:18 PST 2011,,,,43,0% (0/0),Museum of the Weird,,,http://www.museumoftheweird.com,x,
1OV174IOR9BQD7CDZQD7UKK915CMFR,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,19BMTVAIKAAKGUAAQG08I8J3HQK2I2,A24YBVOWKQWQP0,Submitted,Fri Feb 11 17:49:20 GMT 2011,Fri Feb 11 17:49:31 GMT 2011,Wed Feb 16 17:49:31 GMT 2011,,,,11,0% (0/0),Museum of the Weird,,,http://www.museumoftheweird.com/,x,
1OV174IOR9BQD7CDZQD7UKK915CMFR,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,1,,1A851AV1K8E93U6MDIEYHG3MYWLVFC,A37Y5CTJ8HCQER,Submitted,Fri Feb 11 17:53:02 GMT 2011,Fri Feb 11 17:53:50 GMT 2011,Wed Feb 16 17:53:50 GMT 2011,,,,48,0% (0/0),Museum of the Weird,,,http://www.museumoftheweird.com/,x,
19E6XHO34SYCC6LS0Q6ZXZL2D5GZLQ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,29,,1D5HTICSN2OY5R82CHO923G3RJ95YC,ANPT7EXBQWHNF,Submitted,Fri Feb 11 17:54:30 GMT 2011,Fri Feb 11 17:55:00 GMT 2011,Wed Feb 16 09:55:00 PST 2011,,,,30,0% (0/0),Goodwill Computer Museum,,,http://www.austincomputerworks.org/museum/,x,
19E6XHO34SYCC6LS0Q6ZXZL2D5GZLQ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,29,,1USCYLP7QQXLE7U36GN6TZACMGXUNS,A1AA8K11MNMZPA,Submitted,Fri Feb 11 17:48:45 GMT 2011,Fri Feb 11 17:49:29 GMT 2011,Wed Feb 16 17:49:29 GMT 2011,,,,44,0% (0/0),Goodwill Computer Museum,,,http://www.goodwillcomputermuseum.org/,x,
19E6XHO34SYCC6LS0Q6ZXZL2D5GZLQ,115JA2O8EWFXWWUKHVS8S46UXTFDB0,Find the Website Address for Museums,"Given the museum information, find the URL for their official website","data collection, museums, listings",$0.05 ,Fri Feb 11 17:46:52 GMT 2011,3,,72000,432000,Wed Feb 16 17:46:52 GMT 2011,29,,1XIQHRTVCUC49ZXLMRKQH1XM2UCXD5,A1DX0O7J1K5WT2,Submitted,Fri Feb 11 17:51:00 GMT 2011,Fri Feb 11 17:52:02 GMT 2011,Wed Feb 16 17:52:02 GMT 2011,,,,62,0% (0/0),Goodwill Computer Museum,,,http://www.goodwillcomputermuseum.org/,x,
